name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Club	club		clb	clb	clb	0		1	1	1	10									-10	100				48		1	0	10	303			clb	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					1	2	2			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	mac	mst	1	0
Cudgel	club		9cl	clb	9cl	0		1	1	9	31									-10	100		25		48		45	29	132	2938			clb	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
Spiked Club	club		spc	clb	spc	0		1	1	9	15								1		100				72		6	0	76	540			clb	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1		2			1	2	2			1					1					1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			2	2	0	mac	mst	1	0
Truncheon	club		7cl	clb	7cl	100		1	1	52	64							14		-10	100		88	43	110		78	54	496	10588			clb	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
Tyrant Club	club		7sp	clb	7sp	100		1	1	48	86							14	1		100		133		130		85	59	2264	41820			clb	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Wirt's Leg	club		leg	clb	leg	0				2	8									-10	100				132		0	0	6	0			clb	leg			1hs	1hs	5	1hsl	1	3					flpleg	invleg			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	1	1	0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Blade Talons	h2h		btl	clw	btl	100		1	1	10	16							14	1	-20	75	75	50	50	138		21	11	282	3079			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1	1	1			1					1					1					1	1	2			1					1					1		1			1					1	2	2			1					1			1	2	0	xxx	xxx	1	0
Cestus	h2h		ces	axf	ces	100		1	1	9	14							14	1		75	75	42	42	144		15	6	172	1771			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1	2	2			1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			1	2	0	clw	btl	1	0
Claws	h2h		clw	clw	clw	100		1	1	8	15							14	1	-10	75	75	46	46	128		18	9	228	2379			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1	2	2			1					1					1					1	1	2			1					1					1					1					1					1					1			1	2	0	btl	xxx	1	0
Fascia	h2h		9xf	axf	9xf	100		1	1	8	37							14	1	10	75	75	69	69	128		36	22	1402	17181			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Hatchet Hands	h2h		axf	axf	axf	100		1	1	3	15							14	1	10	75	75	37	37	112		12	4	156	1409			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1	2	2			1					1					1	1	2			1					1					1	1	1			1					1					1					1					1					1					1					1			1	2	0	ces	clw	1	0
Katar	h2h		ktr	ktr	ktr	100		1	1	3	7							14	1	-10	75	75	20	20	96		1	0	24	307			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	3			1	1	1			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	wrb	btl	1	0
Quhab	h2h		9ar	ktr	9ar	100		1	1	11	24							14	1		75	75	57	57	96		28	16	778	8185			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Scissors Katar	h2h		skr	skr	skr	100		1	1	9	17							14	1	-10	75	75	55	55	136		24	13	344	3920			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1	1	2			1	2	2			1	2	2			1	1	1			1					1			1	2	0	xxx	xxx	1	0
Wrist Blade	h2h		wrb	ktr	wrb	100		1	1	5	11							14	1		75	75	33	33	104		9	2	74	898			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	2			1	1	1			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	axf	skr	1	0
Wrist Spike	h2h		9wb	ktr	9wb	100		1	1	13	27							14	1	-10	75	75	66	66	112		32	19	1402	15300			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Battle Cestus	h2h2		7cs	axf	7cs	100		1	1	36	42							14	1	-10	75	75	110	110	144		73	50	5180	117320			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Feral Claws	h2h2		7lw	clw	7lw	100		1	1	22	53							14	1	-20	75	75	113	113	104		78	54	5346	129223			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Greater Claws	h2h2		9lw	clw	9lw	100		1	1	18	37							14	1	-20	75	75	76	76	104		45	29	1688	25275			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Greater Talons	h2h2		9tw	clw	9tw	100		1	1	21	35							14	1	-30	75	75	79	79	138		50	33	3098	49205			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Hand Scythe	h2h2		9cs	axf	9cs	100		1	1	16	37							14	1	-10	75	75	73	73	144		41	26	988	14452			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Runic Talons	h2h2		7tw	clw	7tw	100		1	1	24	44							14	1	-30	75	75	115	115	138		81	56	5798	145208			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Scissors Quhab	h2h2		9qr	skr	9qr	100		1	1	19	40							14	1		75	75	82	82	136		54	36	4742	79754			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Scissors Suwayyah	h2h2		7qr	skr	7qr	100		1	1	40	51							14	1		75	75	118	118	136		85	59	6000	157517			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Suwayyah	h2h2		7ar	ktr	7ar	100		1	1	39	52							14	1		75	75	99	99	96		59	39	5402	98810			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
War Fist	h2h2		7xf	axf	7xf	100		1	1	44	53							14	1	10	75	75	108	108	128		68	46	5262	110981			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Wrist Sword	h2h2		7wb	ktr	7wb	100		1	1	34	45							14	1	-10	75	75	105	105	112		62	42	5666	108725			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Battle Hammer	hamm		9wh	whm	9wh	0		1	1	35	58									20	110		100		110		48	31	2182	34056			whm	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Great Maul	hamm		gma	mau	gma	0		1	1				1	38	58				2	20	110		99		120		32	19	1072	12138			mau	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma	invgma	invgma	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1	2	2			1					1	1	1			1					1					1			2	2	0	xxx	xxx	1	0
Hellforge Hammer	hamm		hfh	whm	hfh	0				6	15										100				110		0	0	200	0			whm	hfh			1hs	1hs	5	1hsl	2	3					flphmr	invhfh			1	6	0		0	item_sword	12	item_sword	1	0	5	0	0	0	25	1	0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	1	xxx	xxx	0	0
Horadric Malus	hamm		hdm	whm	hdm	0				6	15									20	100		15	15	110		0	0	200	0			whm	hdm			1hs	1hs	5	1hsl	1	2					flphmr	invhmr			1	2	0		0	item_sword	12	item_sword	1	0	5	0	0	0	4	1	0	7	0	0	0					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	0	0
Legendary Mallet	hamm		7wh	whm	7wh	100		1	1	50	61							14	1	20	110		189		130		82	57	4796	122332			whm	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Martel de Fer	hamm		9gm	mau	9gm	0		1	1				1	61	99				2	20	110		169		120		53	35	3316	55609			mau	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma	inv9gmu	inv9gmu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Maul	hamm		mau	mau	mau	0		1	1				1	30	43				1	10	110		69		120		21	11	556	4807			mau	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau	invmauu	invmauu	1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1	2	2			1					1					1					1					1					1	2	2			1					1					1					1					1			2	2	0	xxx	mau	1	0
Ogre Maul	hamm		7m7	mau	7m7	100		1	1				1	77	106			17	1	10	110		225		120		69	47	4052	87576			mau	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Thunder Maul	hamm		7gm	mau	7gm	100		1	1				1	33	180			17	2	20	110		253		120		85	59	5940	155979			mau	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
War Club	hamm		9m9	mau	9m9	0		1	1				1	53	78				1	10	110		124		120		45	29	1770	26395			mau	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
War Hammer	hamm		whm	whm	whm	0		1	1	19	29									20	110		53		110		25	14	694	6703			mac	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					1					1					1					1					1					1	1	2			1					1					1					1					1					1	2	2			1					1					1					1					1			2	2	0	mau	gma	1	0
Blade	knif		bld	dgr	bld	0		1	1	4	15									-10	75	75	35	51	48		23	12	588	5457			dgr	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1	2	2			1					1					1					1					1					1	1	2			1	2	2			1					1					1		2			1			1	2	0	xxx	xxx	1	0
Bone Knife	knif		7dg	dgr	7dg	100		1	1	23	49							14		-20	75	75	38	75	52		58	39	4144	75238			dgr	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Cinquedeas	knif		9kr	dir	9kr	0		1	1	15	31									-20	75	75	25	88	48		42	27	1328	19070			dir	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Dagger	knif		dgr	dgr	dgr	0		1	1	1	7									-20	75	75			32		3	0	20	418			dgr	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	2	2			1	2	2			1					1					1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			1	2	0	kri	bld	1	0
decoy dagger	knif		d33	dgr	d33	0				1	2									-20	100		15	20	20		0	0	222	0			dgr	d33			1ht	1ht	5	1ht	1	2					flpd33	invd33			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	0	0
Dirk	knif		dir	dir	dir	0		1	1	3	9										75	75		25	40		9	2	178	1179			dgr	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3		2			1					1					1	2	2			1					1					1					1					1					1	2	2			1	2	2			1	2	2			1					1					1					1					1					1			1	2	0	kri	bld	1	0
Fanged Knife	knif		7kr	dir	7kr	100		1	1	15	57							14		-20	75	75	42	86	72		83	57	4576	118351			dir	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Gidbinn	knif		g33	dgr	g33	0				3	7									-20	100		15	25	60		0	0	222	0			dgr	g33			1ht	1ht	5	1ht	1	2					flpg33	invg33			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	0	0
Kriss	knif		kri	dir	kri	0		1	1	2	11									-20	75	75		45	48		17	8	410	3186			dgr	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1	2	2			1					1					1	1	2			1					1					1					1					1					1	1	2			1	1	1			1					1					1		1			1			1	2	0	xxx	xxx	1	0
Legend Spike	knif		7bl	dgr	7bl	100		1	1	31	47							14		-10	75	75	65	67	94		85	59	5358	141146			dgr	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Mithral Point	knif		7di	dir	7di	100		1	1	37	53							14			75	75	55	98	110		70	48	5996	129666			dir	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Poignard	knif		9dg	dgr	9dg	0		1	1	6	18									-20	75	75	25		32		31	18	160	3288			dgr	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Rondel	knif		9di	dir	9di	0		1	1	10	26										75	75	25	58	40		36	22	632	8876			dir	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Stilleto	knif		9bl	dgr	9bl	0		1	1	19	36									-10	75	75	47	97	48		46	30	1864	28273			dgr	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld	inv9blu	inv9blu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Devil Star	mace		7mt	mac	7mt	100		1	1	48	59							14	1	10	100		153	44	144		78	54	5224	113468			mac	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
Flail	mace		fla	fla	fla	0		1	1	1	27								2	-10	100		41	35	60		21	11	470	3883			mac	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1	2	2			1					1					1	2	2			1					1					1					1					1					1	1	1			1					1					1					1					1			2	2	0	xxx	gma	1	0
Flanged Mace	mace		9ma	mac	9ma	0		1	1	17	26										100		61		120		39	24	564	7912			mac	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Jagged Star	mace		9mt	mac	9mt	0		1	1	22	35								1	10	100		74		144		44	28	944	13245			mac	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	1	0
KhalimFlail	mace		qf1	fla	qf1	0				1	15									-10	100		41	35	60		0	0	470	0			fla	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf1			1	6	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	1	xxx	xxx	0	0
Knout	mace		9fl	fla	9fl	0		1	1	15	39								2	-10	100		82	73	60		48	31	1512	21905			fla	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Mace	mace		mac	mac	mac	0		1	1	3	15										100		27		120		9	2	154	1020			mac	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3		2			1	2	2			1					1		2			1					1					1					1					1					1	2	3			1					1					1					1					1					1					1					1			2	2	0	mst	mau	1	0
Morning Star	mace		mst	mac	mst	0		1	1	8	18								1	10	100		36		144		15	6	282	1997			mac	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1	2	2			1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	fla	1	0
Reinforced Mace	mace		7ma	mac	7ma	100		1	1	46	55							14			100		145	46	120		70	48	4922	96420			mac	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Scourge	mace		7fl	fla	7fl	100		1	1	3	89							14	2	-10	100		125	77	130		85	59	6510	152493			fla	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
SuperKhalimFlail	mace		qf2	fla	qf2	0				1	15									-10	100				60		0	0	470	0			fla	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf2			1	6	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	1	xxx	xxx	0	0
Clasped Orb	orb		ob4	ob4	ob4	100		1	1	5	12							14			100				80		17	8	408	3179	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					1					1					1					1					1					1					1					1	8	9			1					1					1					1					1	8	9			1					1					1					1			5	8	0	xxx	xxx	1	0
