Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
skeleton6	648	skeleton1	skeleton7	2	BoneWarrior	skeleton1		skeleton	Skeleton		SK	1													5	8		10	10	1	14	61	83	skeleton	skeleton	10	11	11	10				100	100	100	0	0	0	95	99	99	33	33	33																						1	1					1				1			1	1							1		SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	70	50	100	25	105	33	70	50	100	25	105	33	70	50	100	25	105	2				30	30	30	10	230	300	170	170	90	170	190	80	170	190	0	0	0	170	230	200	170	80	160	240	80	160	250	0	0	0	170	230	200	170	80	160	240	80	160	250	0	0	0	A1	cold	60	80	120	80	60	60	100	80	60	60	100	130	A2	ltng	60	80	120		60	60	100		60	60	100																Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
skeleton7	649	skeleton1	skeleton8	1	Returned	skeleton1		skeleton	Skeleton		SK	1													5	8		10	10	1	14	61	83	skeleton	skeleton	10	11	11	10				100	100	100	0	0	0	95	99	99	33	33	33																						1	1					1				1			1	1							1		SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	70	50	100	25	110	33	70	50	100	25	110	33	70	50	100	25	110	2				30	30	30	10	230	300	170	170	90	170	190	80	170	190	0	0	0	170	230	200	170	80	160	240	80	160	250	0	0	0	170	230	200	170	80	160	240	80	160	250	0	0	0	A1	cold	60	80	120	80	60	60	100	80	60	60	100	130	A2	ltng	60	80	120		60	60	100		60	60	100																Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
batdemon6	650	batdemon1	batdemon7	1	Gloombat	batdemon1		batdemon	BatDemon	shocking hit	BT	1													4	6		20	20	1	27	57	84	batdemon	batdemon	10	11	11	10				33	33	33	20	20	20	80	85	90	50	59	68	8	8	8																			1	1								1				1	1																																	70	60	53	-35	-28	-23	10	0	33	100	33	0	10	0	33	100	33	0	10	0	33	100	33	0	2				25	25	25	10	130	340	170	180	130	170	190	180	260	290	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	A2	ltng	90	120	170	0	90	10	260	0	90	10	340	0				0	0			0	0			0	0																Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C						1	1	0
batdemon7	651	batdemon1		0	Fiend	batdemon1		batdemon	BatDemon	shocking hit	BT	1													4	6		20	20	1	27	57	84	batdemon	batdemon	10	11	11	10				33	33	33	20	20	20	80	85	90	50	59	68	8	8	8																			1	1								1				1	1																																	70	60	53	-35	-28	-23	10	0	33	100	33	0	10	0	33	100	33	0	10	0	33	100	33	0	2				25	25	25	10	130	340	170	180	130	170	190	180	260	290	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	A2	ltng	90	120	170	0	90	10	260	0	90	10	340	0				0	0			0	0			0	0																Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C						1	1	0
bloodlord6	652	bloodlord1	bloodlord7	2	Blood Lord1	bloodlord1		bloodlord	BloodLord		L3	1													2	4		16	16	1	36	61	82	bloodlord	bloodlord	10	11	11	10				90	90	90	100	100	100	70	70	70	0	0	0																						1	1												1	1									BloodLordFrenzy	A2	1																						70	60	53	-21	-14	-7	75	50	140	50	75	0	75	50	140	50	75	0	75	50	140	50	75	0	2				50	50	50	10	610	800	250	520	130	230	380	130	230	380	0	0	0	510	630	260	420	130	220	360	130	220	360	0	0	0	510	630	260	420	130	220	360	130	220	360	0	0	0	A1	cold	50	80	110	80	50	70	90	80	50	70	90	100	A2	fire	50	80	110		50	70	90		50	70	90																Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
bloodlord7	653	bloodlord1		3	Blood Lord4	bloodlord1		bloodlord	BloodLord		L3	1													2	4		16	16	1	36	62	82	bloodlord	bloodlord	10	11	11	10				90	90	90	100	100	100	70	70	70	0	0	0																						1	1												1	1									BloodLordFrenzy	A2	1																						70	60	53	-21	-14	-7	75	50	50	100	75	0	75	50	50	100	75	0	75	50	50	100	75	0	2				50	50	50	10	610	800	250	520	130	230	380	130	230	380	0	0	0	510	630	260	420	130	220	360	130	220	360	0	0	0	510	630	260	420	130	220	360	130	220	360	0	0	0	A1	ltng	50	80	110	50	50	70	120	0	50	70	120	0	A2	fire	50	80	110		50	70	90		50	70	90																Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
scarab6	654	scarab1	scarab7	2	Scarab	scarab1		scarab	Scarab		SC	1							scarab6		1	1	5	8	5	8		11	11	1	24	54	85	scarab	scarab	10	11	11	10				90	94	96	70	70	70	0	0	0	70	75	80	20	24	28																			1	1												1	1							1		Jab	seq_scarabjab	5																						70	53	35	-35	-28	-18	50	0	0	100	0	0	50	0	0	100	0	0	50	0	0	100	0	0	6				25	25	25	10	170	260	170	170	110	240	180	110	200	180	0	0	190	170	250	290	220	100	170	240	100	170	280	80	120	190	170	250	290	220	100	170	240	100	170	280	80	120	190	A1	ltng	30	60	70	0	30	50	60	0	30	50	60	0	A2	ltng	10	60	70		10	50	60		10	50	60																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
scarab7	655	scarab1	scarab8	0	SteelWeevil	scarab1		scarab	Scarab		SC	1							scarab7		1	1	5	8	5	8		11	11	1	24	54	85	scarab	scarab	10	11	11	10				90	94	96	70	70	70	0	0	0	70	75	80	20	24	28																			1	1												1	1							1		Jab	seq_scarabjab	5																						70	53	35	-35	-28	-18	50	0	0	100	0	0	50	0	0	100	0	0	50	0	0	100	0	0	6				25	25	25	10	170	260	170	170	110	240	180	110	200	180	0	0	190	170	250	290	220	100	170	240	100	170	280	80	120	190	170	250	290	220	100	170	240	100	170	280	80	120	190	A1	ltng	30	60	70	0	30	50	60	0	30	50	60	0	A2	ltng	10	60	70		10	50	60		10	50	60																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetish6	656	fetish1	fetish7	1	Flayer	fetish1		fetish	Fetish		FE	1							fetish6		1	1	3	6	3	6		17	17	1	24	54	83	fetish	fetish	10	11	11	10				100	100	100	0	0	0	4	4	4	33	33	33																						1	1							1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	15	0	105	25	25	33	15	0	105	25	25	33	15	0	105	25	25	33	2				25	25	25	10	170	250	170	160	130	170	180	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	A1	pois	0	0	0	0	10	60	60	30	10	100	100	40				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetish7	657	fetish1	fetish8	0	StygianDoll	fetish1		fetish	Fetish		FE	1							fetish7		1	1	3	6	3	6		17	17	1	24	54	83	fetish	fetish	10	11	11	10				100	100	100	0	0	0	4	4	4	33	33	33																						1	1							1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	15	0	110	25	25	33	15	0	110	25	25	33	15	0	110	25	25	33	2				25	25	25	10	170	250	170	160	130	170	180	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	A1	pois	0	0	0	0	10	60	60	30	10	100	100	40				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetish8	658	fetish1		2	SoulKiller	fetish1		fetish	Fetish		FE	1							fetish8		1	1	3	6	3	6		17	17	1	24	54	83	fetish	fetish	10	11	11	10				100	100	100	0	0	0	4	4	4	33	33	33																						1	1							1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	15	0	115	25	25	33	15	0	115	25	25	33	15	0	115	25	25	33	2				25	25	25	10	170	250	170	160	130	170	180	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	A1	pois	0	0	0	0	10	60	60	30	10	100	100	40				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetishblow6	659	fetishblow1	fetishblow7	1	Flayer	fetishblow1		fetish	FetishBlowgun		FC	1	1						fetishblow6		1	1	4	5	4	5		10	10	1	24	53	83	fetishblow	fetishblow	10	11	11	10				20	20	20	10	10	10																			blowgun									1								1		1			1	1									SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	15	0	105	25	25	33	15	0	105	25	25	33	15	0	105	25	25	33	2				30	30	30	10	170	250	170	130	0	0	250	0	0	0	0	0	0	120	180	220	180	0	0	220	0	0	0	0	0	0	120	180	220	180	0	0	220	0	0	0	0	0	0	A1	pois	0	0	0	0	10	60	60	30	10	100	100	40				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetishblow7	660	fetishblow1	fetishblow8	0	StygianDoll	fetishblow1		fetish	FetishBlowgun		FC	1	1						fetishblow7		1	1	4	5	4	5		10	10	1	24	53	83	fetishblow	fetishblow	10	11	11	10				20	20	20	10	10	10																			blowgun									1								1		1			1	1									SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	15	0	110	25	25	33	15	0	110	25	25	33	15	0	110	25	25	33	2				30	30	30	10	170	250	170	130	0	0	250	0	0	0	0	0	0	120	180	220	180	0	0	220	0	0	0	0	0	0	120	180	220	180	0	0	220	0	0	0	0	0	0	A1	pois	0	0	0	0	10	60	60	30	10	100	100	40				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetishblow8	661	fetishblow1		2	SoulKiller	fetishblow1		fetish	FetishBlowgun		FC	1	1						fetishblow8		1	1	4	5	4	5		10	10	1	24	53	83	fetishblow	fetishblow	10	11	11	10				20	20	20	10	10	10																			blowgun									1								1		1			1	1									SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	15	0	115	25	25	33	15	0	115	25	25	33	15	0	115	25	25	33	2				30	30	30	10	170	250	170	130	0	0	250	0	0	0	0	0	0	120	180	220	180	0	0	220	0	0	0	0	0	0	120	180	220	180	0	0	220	0	0	0	0	0	0	A1	pois	0	0	0	0	10	60	60	30	10	100	100	40				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetishshaman6	662	fetishshaman1	fetishshaman7	1	FlayerShaman	fetishshaman1		fetish	FetishShaman	raises Stygian Dolls	FW	1							fetish6	fetishblow6	1	1	2	5	1	1		17	17	1	24	53	84	fetishshaman	fetishshaman	10	11	11	10				40	45	45	0	2	3	15	18	22	66	66	66	50	50	50																			1	1							1		1			1	1									FetishInferno	A1	11	FetishAura	A1	5	Resurrect2	seq_fetishres	1																70	70	70	-35	-28	-23	15	10	120	25	25	33	15	10	120	25	25	33	15	10	120	25	25	33	2				25	25	25	10	170	250	170	150	0	0	0	0	0	0	0	0	0	160	240	200	520	0	0	0	0	0	0	0	0	0	160	240	200	520	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B				1				0
fetishshaman7	663	fetishshaman1	fetishshaman8	0	StygianDollShaman	fetishshaman1		fetish	FetishShaman	raises Stygian Dolls	FW	1							fetish7	fetishblow7	1	1	2	5	1	1		17	17	1	24	53	84	fetishshaman	fetishshaman	10	11	11	10				40	45	45	0	2	3	15	18	22	66	66	66	50	50	50																			1	1							1		1			1	1									FetishInferno	A1	11	FetishAura	A1	5	Resurrect2	seq_fetishres	1																70	70	70	-35	-28	-23	15	10	125	25	25	33	15	10	125	25	25	33	15	10	125	25	25	33	2				25	25	25	10	170	250	170	150	0	0	0	0	0	0	0	0	0	160	240	200	520	0	0	0	0	0	0	0	0	0	160	240	200	520	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B				1				0
fetishshaman8	664	fetishshaman1		2	SoulKillerShaman	fetishshaman1		fetish	FetishShaman	raises Stygian Dolls	FW	1							fetish8	fetishblow8	1	1	2	5	1	1		17	17	1	24	53	84	fetishshaman	fetishshaman	10	11	11	10				40	45	45	0	2	3	15	18	22	66	66	66	50	50	50																			1	1							1		1			1	1									FetishInferno	A1	11	FetishAura	A1	5	Resurrect2	seq_fetishres	1																70	70	70	-35	-28	-23	15	10	130	25	25	33	15	10	130	25	25	33	15	10	130	25	25	33	2				25	25	25	10	170	250	170	150	0	0	0	0	0	0	0	0	0	160	240	200	520	0	0	0	0	0	0	0	0	0	160	240	200	520	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B				1				0
baboon7	665	baboon1	baboon8	4	TempleGuard	baboon1		baboon	Baboon		BB	1													4	6		13	23	1	24	53	81	baboon	baboon	10	11	11	10				33	33	33	0	0	0	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																										70	70	70	-35	-28	-23	33	0	0	100	33	0	33	0	0	100	33	0	33	0	0	100	33	0	2				25	25	25	10	250	340	170	190	110	240	180	110	240	180	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0	210	300	220	220	90	140	240	90	170	260	0	0	0	A1	ltng	0	0	0	0	50	60	140	0	50	60	140	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
baboon8	666	baboon1		3	TempleGuard	baboon1		baboon	Baboon		BB	1													4	6		13	23	1	24	53	81	baboon	baboon	10	11	11	10				33	33	33	0	0	0	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																										70	70	70	-35	-28	-23	33	0	0	100	33	0	33	0	0	100	33	0	33	0	0	100	33	0	2				25	25	25	10	250	340	170	190	110	240	180	110	240	180	0	0	0	210	300	220	220	90	190	240	90	170	260	0	0	0	210	300	220	220	90	140	240	90	170	260	0	0	0	A1	fire	0	0	0	0	50	60	140	0	50	60	140	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
unraveler6	667	unraveler1	unraveler7	4	Guardian	unraveler1		unraveler	GreaterMummy	raises undead	GY	1													1	1		5	5	1	40	64	85	unraveler	unraveler	10	11	11	10				85	85	85	45	50	55	55	55	55	85	90	95	24	27	31											mummyex								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBoltEx	seq_mummyres	1																70	46	23	-35	-28	-23	33	100	50	50	25	50	33	100	50	50	25	50	33	100	50	50	25	50	2				40	40	40	10	420	510	170	420	200	240	190	0	0	0	0	0	0	370	450	240	600	170	210	320	0	0	0	0	0	0	370	450	240	600	170	210	320	0	0	0	0	0	0	A1	pois	30	360	460	750	30	360	450	750	30	360	450	750				0	0			0	0			0	0																Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
unraveler7	668	unraveler1	unraveler8	2	Unraveler	unraveler1		unraveler	GreaterMummy	raises undead	GY	1													1	1		5	5	1	40	64	85	unraveler	unraveler	10	11	11	10				85	85	85	45	50	55	55	55	55	85	90	95	24	27	31											mummyex								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBoltEx	seq_mummyres	1																70	46	23	-35	-28	-23	33	100	50	25	50	50	33	100	50	25	50	50	33	100	50	25	50	50	2				40	40	40	10	420	510	170	420	200	240	190	0	0	0	0	0	0	370	450	240	600	170	210	320	0	0	0	0	0	0	370	450	240	600	170	210	320	0	0	0	0	0	0	A1	pois	30	360	460	750	30	360	450	750	30	360	450	750				0	0			0	0			0	0																Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
unraveler8	669	unraveler1	unraveler9	4	Horadrim Ancient	unraveler1		unraveler	GreaterMummy	raises undead	GY	1													1	1		5	5	1	40	64	85	unraveler	unraveler	10	11	11	10				85	85	85	45	50	55	55	55	55	85	90	95	24	27	31											mummyex								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBoltEx	seq_mummyres	1																70	46	23	-35	-28	-23	33	100	25	50	50	50	33	100	25	50	50	50	33	100	25	50	50	50	2				40	40	40	10	420	510	170	420	200	240	190	0	0	0	0	0	0	370	450	240	600	170	210	320	0	0	0	0	0	0	370	450	240	600	170	210	320	0	0	0	0	0	0	A1	pois	30	360	460	750	30	360	450	750	30	360	450	750				0	0			0	0			0	0																Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
unraveler9	670	unraveler1		2	Horadrim Ancient	unraveler1		unraveler	GreaterMummy	raises undead	GY	1													1	1		5	5	1	40	64	85	unraveler	unraveler	10	11	11	10				85	85	85	45	50	55	55	55	55	85	90	95	24	27	31											mummyex								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBoltEx	seq_mummyres	1																70	46	23	-35	-28	-23	33	100	50	50	50	25	33	100	50	50	50	25	33	100	50	50	50	25	2				40	40	40	10	420	510	170	420	200	240	190	0	0	0	0	0	0	370	450	240	600	170	210	320	0	0	0	0	0	0	370	450	240	600	170	210	320	0	0	0	0	0	0	A1	pois	30	360	460	750	30	360	450	750	30	360	450	750				0	0			0	0			0	0																Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
zealot4	671	zealot1	zealot5	1	Zealot	zealot1		zakarum	Skeleton		ZZ	1													3	5		11	19	1	24	53	82	zealot	zealot	10	11	11	10				100	100	100	0	0	0	50	50	50	70	80	90																						1	1									1			1	1																																	70	70	70	-35	-28	-23	15	0	20	100	50	0	15	0	20	100	50	0	15	0	20	100	50	0	2				25	25	25	10	300	390	170	200	110	170	180	110	170	180	0	0	0	270	330	160	160	100	160	200	100	160	230	0	0	0	270	330	160	160	100	160	200	100	160	230	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
zealot5	672	zealot1		2	Zealot	zealot1		zakarum	Skeleton		ZZ	1													3	5		11	19	1	24	53	82	zealot	zealot	10	11	11	10				100	100	100	0	0	0	50	50	50	70	80	90																						1	1									1			1	1																																	70	70	70	-35	-28	-23	15	0	20	100	50	0	15	0	20	100	50	0	15	0	20	100	50	0	2				25	25	25	10	300	390	170	200	110	170	180	110	170	180	0	0	0	270	330	160	160	100	160	200	100	160	230	0	0	0	270	330	160	160	100	160	200	100	160	230	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
cantor5	673	cantor1	cantor6	1	Heirophant	cantor1		zakarum	ZakarumPriest	heals Zealots and Cantors	ZP	1	1						zealot4				2	4	2	4		6	6	1	24	57	84	cantor	cantor	10	11	11	10				40	40	40	10	16	25	65	75	85	40	55	75	120	120	120	36	38	40																1										1			1	1									ZakarumHeal	S1	3	ZakarumLightning	S1	1	MonTeleport	S1	1	MonBlizzard	S1	1													70	70	70	-35	-28	-23	15	0	20	50	20	0	15	0	20	50	20	0	15	0	20	50	20	0	2				25	25	25	10	300	390	170	210	130	240	180	0	0	0	0	0	0	210	290	150	260	80	140	180	0	0	0	0	0	0	210	290	150	260	80	140	180	0	0	0	0	0	0	A1	cold	80	80	130	40	80	60	100	50	80	60	100	80				0	0			0	0			0	0																Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
cantor6	674	cantor1		2	Heirophant	cantor1		zakarum	ZakarumPriest	heals Zealots and Cantors	ZP	1	1						zealot5				2	4	2	4		6	6	1	24	57	84	cantor	cantor	10	11	11	10				40	40	40	10	16	25	65	75	85	40	55	75	120	120	120	36	38	40																1										1			1	1									ZakarumHeal	S1	3	ZakarumLightning	S1	1	MonTeleport	S1	1	MonBlizzard	S1	1													70	70	70	-35	-28	-23	15	0	20	50	20	0	15	0	20	50	20	0	15	0	20	50	20	0	2				25	25	25	10	300	390	170	210	130	240	180	0	0	0	0	0	0	210	290	150	260	80	140	180	0	0	0	0	0	0	210	290	150	260	80	140	180	0	0	0	0	0	0	A1	cold	80	80	130	40	80	60	100	50	80	60	100	80				0	0			0	0			0	0																Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
