name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Tigulated Mail	0	0	1	1	190	190	0	10	86	0	72	0	43	20	21414	23810	xcl	xcl			scl	scl	scl	xcl	ucl	0	1	2	3	1	6	1	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Totemic Mask	100	0	1	1	98	98	0	0	65	0	40	0	55	36	12710	8207	dra	dra			dr1	dr1	dr5	dra	drf	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Tower Shield	0	0	1	1	25	25	1	10	75	17	120	0	22	0	1416	3687	tow	tow			tow	buc	tow	xow	uow	0	7	2	3	1	6	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	1	5	100		0	3					1					1					1		1			1					1					1	2	3			1					1					1					1					1					1	2	2			1					1	2	3			1					1					1			8	2	0	gts	xxx	0	0	1
Trellised Armor	0	0	1	1	153	153	0	0	61	0	64	0	40	20	15860	15435	xtu	xtu			stu	stu	stu	xtu	utu	0	1	2	3	1	6	1	flpstu	invstu	invxtuu	invxtuu	1	0	0	1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Troll Belt	100	0	1	1	66	66	0	0	151	0	36	0	82	57	13728	41138	utc	utc			mbl	mbl	tbl	ztb	utc	0	16	2	1	1	2	1	flptbl	invtbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Troll Nest	100	0	1	1	173	173	0	0	106	20	148	0	76	52	33948	58658	ush	ush			bsh	bsh	bsh	xsh	ush	0	7	2	3	1	6	2	flpbsh	invbsh	invbshu	invbshu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	24	38	100		0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Unraveller Head	100	0	1	1	10	10	0	0	18	8	40	0	16	7	356	1478	ne3	ne3		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1	3	4			1					1					1					1					1					1					1					1					1			1	0	0	xxx	xxx	0	0	1
Vambraces	100	0	1	1	67	67	0	0	106	0	32	0	69	46	11654	35215	umg	umg			mgl	mgl	mgl	xmg	umg	0	16	2	2	1	4	1	flpmgl	invmgl									0	0	0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	5	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Vampirebone Gloves	100	0	1	1	65	65	0	0	50	0	28	0	63	42	10288	30610	uvg	uvg			vgl	vgl	vgl	xvg	uvg	0	16	2	2	1	4	1	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Vampirefang Belt	100	0	1	1	63	63	0	0	50	0	28	0	68	46	10886	30088	uvc	uvc			vbl	vbl	vbl	zvb	uvc	0	16	2	1	1	2	1	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Vortex Shield	100	0	1	1	225	225	0	0	148	19	180	0	85	61	46620	8207	paf	paf		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	5	87	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	0	1
War Belt	0	0	1	1	52	52	0	0	110	0	48	0	54	20	6784	21851	zhb	zhb			hbl	hbl	hbl	zhb	uhc	0	16	2	1	1	2	1	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
War Boots	0	0	1	1	53	53	0	0	125	0	48	0	54	20	6962	22357	xhb	xhb			hbt	hbt	hbt	xhb	uhb	0	16	2	2	1	4	1	flphbt	invhbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	39	80	120		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
War Gauntlets	0	0	1	1	53	53	0	0	110	0	48	0	54	20	6966	22374	xhg	xhg			hgl	hgl	hgl	xhg	uhg	0	16	2	2	1	4	1	flphgl	invhgl									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
War Hat	0	0	1	1	53	53	0	0	20	0	24	0	34	17	4520	8206	xap	xap			cap	cap	cap	xap	uap	0	0	2	2	1	4	1	flpcap	invcap									0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Ward	100	0	1	1	170	170	0	5	185	24	200	0	84	58	36546	85660	uts	uts			kit	kit	gts	xts	uts	0	7	2	4	1	8	2	flpgts	invgts	invgtsu	invutss							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	11	35	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	2	0	xxx	xxx	0	0	1
Winged Helm	0	0	1	1	98	98	0	0	115	0	80	0	51	20	12616	35590	xhm	xhm			ghm	ghm	ghm	xhm	uhm	0	0	2	2	1	4	1	flpghm	invghm									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			7	8	0	xxx	xxx	0	0	1
Wire Fleece	100	0	1	1	481	481	0	0	111	0	64	0	70	48	81016	103144	utu	utu			stu	stu	stu	xtu	utu	0	1	2	3	1	6	1	flpstu	invstu			1	0	0	1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Wolf Head	100	0	1	1	11	11	0	0	16	0	40	0	4	0	122	487	dr1	dr1			dr1	dr1	dr1	dr6	drb	0	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1	5	7			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Wyrmhide	100	0	1	1	470	470	0	0	84	0	48	0	67	45	75642	89414	uea	uea			lea	lea	lea	xea	uea	0	1	2	3	1	6	1	flplea	invlea			0	0	1	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Wyrmhide Boots	100	0	1	1	62	62	0	0	50	0	24	0	60	40	9438	26994	ulb	ulb			lbt	lbt	lbt	xlb	ulb	0	16	2	2	1	4	1	flplbt	invlbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	65	100	120		0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Zakarum Shield	100	0	1	1	193	193	0	0	142	22	130	0	82	56	40014	8207	pae	pae		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	8	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0	0	1	0	46	46	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	0	1
Zombie Head	100	0	1	1	10	10	0	0	14	7	40	0	8	1	140	734	ne2	ne2		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1	5	5			1					1					1					1					1					1					1					1					1					1					1					1			1	0	0	xxx	xxx	0	0	1
